Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
120,Alex Caruso\carusal01,SG,27,CHI,34,11,27.8,2.7,6.5,.412,1.1,3.1,.349,1.6,3.4,.470,.495,1.5,2.0,.776,0.8,2.8,3.6,3.9,1.8,0.4,1.5,2.5,8.0
121,Willie Cauley-Stein\caulewi01,C,28,TOT,20,2,9.2,0.8,1.8,.457,0.1,0.1,.500,0.8,1.7,.455,.471,0.1,0.1,.500,0.7,1.4,2.0,0.5,0.3,0.2,0.4,1.0,1.7
122,Willie Cauley-Stein\caulewi01,C,28,DAL,18,2,9.8,0.9,1.9,.457,0.1,0.1,.500,0.8,1.8,.455,.471,0.1,0.1,.500,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9
123,Willie Cauley-Stein\caulewi01,C,28,PHI,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0
124,Ahmad Caver\caverah01,PG,25,IND,1,0,1.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
125,Justin Champagnie\champju01,SF,20,TOR,35,0,7.8,0.9,1.9,.462,0.3,0.7,.346,0.6,1.1,.538,.531,0.3,0.3,1.000,1.1,0.9,2.0,0.3,0.2,0.1,0.2,0.9,2.2
126,Zylan Cheatham\cheatzy01,SF,26,UTA,1,0,5.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Chris Chiozza\chiozch01,PG,26,GSW,32,1,10.7,0.7,2.3,.297,0.5,1.5,.333,0.2,0.8,.231,.405,0.0,0.0,1.000,0.3,0.8,1.1,1.9,0.4,0.0,0.9,0.9,1.9
128,Marquese Chriss\chrisma01,PF,24,DAL,25,0,11.2,2.1,4.5,.473,0.3,0.9,.318,1.8,3.6,.511,.504,0.6,0.9,.609,1.0,2.6,3.6,0.5,0.4,0.5,0.7,2.1,5.1
129,Josh Christopher\chrisjo01,SG,20,HOU,64,2,17.1,2.8,6.4,.439,0.7,2.5,.299,2.1,3.9,.526,.496,0.9,1.2,.769,0.6,1.7,2.3,1.9,0.8,0.1,1.4,1.2,7.3
130,Gary Clark\clarkga01,PF,27,NOP,34,1,9.7,0.8,2.2,.355,0.7,1.9,.381,0.1,0.4,.231,.513,0.2,0.2,.750,0.5,1.9,2.4,0.4,0.3,0.2,0.2,0.6,2.5
131,Brandon Clarke\clarkbr01,PF,25,MEM,57,1,19.4,4.4,6.8,.648,0.1,0.4,.200,4.4,6.5,.672,.653,1.3,2.0,.655,2.1,3.3,5.5,1.3,0.6,1.2,0.5,1.9,10.2
132,Jordan Clarkson\clarkjo01,SG,29,UTA,69,1,26.8,6.0,14.2,.419,2.4,7.6,.320,3.5,6.6,.534,.505,1.8,2.2,.839,0.8,2.6,3.4,2.3,0.8,0.2,1.6,2.0,16.2
133,Nic Claxton\claxtni01,C,22,BRK,37,19,20.7,3.8,5.8,.651,0.0,0.0,,3.8,5.8,.651,.651,1.2,2.0,.581,2.0,3.5,5.5,0.9,0.5,1.1,0.8,2.2,8.7
134,Amir Coffey\coffeam01,SG,24,LAC,61,27,23.4,2.9,6.7,.437,1.3,3.7,.358,1.6,3.0,.533,.535,1.5,1.7,.849,0.4,2.4,2.8,1.7,0.5,0.2,0.7,1.3,8.7
135,John Collins\collijo01,PF,24,ATL,54,53,30.8,6.3,11.9,.526,1.2,3.3,.364,5.1,8.7,.588,.576,2.5,3.1,.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2
136,Zach Collins\colliza01,PF,24,SAS,18,2,16.3,2.2,4.9,.438,0.6,1.6,.379,1.6,3.3,.467,.500,1.1,1.4,.800,1.7,3.0,4.7,1.8,0.3,0.8,1.6,2.2,6.1
137,Darren Collison\collida01,PG,34,LAL,3,0,12.3,0.7,2.3,.286,0.0,1.0,.000,0.7,1.3,.500,.286,0.0,0.0,,0.0,1.3,1.3,0.7,0.3,0.0,0.3,1.7,1.3
138,Mike Conley\conlemi01,PG,34,UTA,63,63,28.2,4.6,10.9,.425,2.3,5.7,.406,2.3,5.2,.446,.531,1.9,2.3,.823,0.6,2.4,3.0,5.3,1.3,0.3,1.7,1.9,13.5
139,Pat Connaughton\connapa01,SG,29,MIL,56,18,26.8,3.6,7.8,.468,2.4,5.8,.409,1.3,1.9,.642,.621,0.6,0.7,.825,0.7,3.7,4.4,1.3,0.9,0.3,0.6,1.4,10.2
140,Tyler Cook\cookty01,PF,24,CHI,19,2,10.3,1.2,1.9,.611,0.0,0.0,,1.2,1.9,.611,.611,1.1,1.6,.645,0.8,1.9,2.7,0.2,0.2,0.2,0.4,1.4,3.4
141,Sharife Cooper\coopesh01,PG,20,ATL,11,0,3.2,0.3,1.3,.214,0.1,0.5,.167,0.2,0.7,.250,.250,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.1,0.6
142,Petr Cornelie\cornepe01,PF,26,DEN,13,0,2.9,0.4,1.2,.333,0.1,0.6,.125,0.3,0.5,.571,.367,0.2,0.3,.750,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1
143,DeMarcus Cousins\couside01,C,31,TOT,39,6,15.6,3.2,7.1,.444,0.8,2.7,.298,2.4,4.4,.532,.500,2.1,2.7,.748,1.5,4.4,5.9,1.5,0.9,0.5,1.7,2.9,9.2
144,DeMarcus Cousins\couside01,C,31,MIL,17,5,16.9,3.2,6.9,.466,0.8,2.8,.271,2.5,4.1,.600,.521,1.8,2.2,.816,1.4,4.4,5.8,1.1,0.9,0.5,0.9,2.7,9.1
145,DeMarcus Cousins\couside01,C,31,DEN,22,1,14.6,3.1,7.2,.428,0.8,2.5,.321,2.3,4.7,.485,.484,2.2,3.1,.710,1.5,4.4,6.0,1.8,0.8,0.5,2.3,3.1,9.2
146,Robert Covington\covinro01,PF-SF,31,TOT,63,40,27.8,2.8,6.9,.401,1.7,4.7,.354,1.1,2.3,.500,.521,0.8,0.9,.842,0.9,4.7,5.6,1.3,1.5,1.3,1.1,2.7,8.0
147,Robert Covington\covinro01,PF,31,POR,48,40,29.8,2.7,7.0,.381,1.6,4.8,.343,1.0,2.2,.462,.499,0.6,0.8,.833,0.9,4.9,5.7,1.4,1.5,1.3,1.2,2.8,7.6
148,Robert Covington\covinro01,SF,31,LAC,15,0,21.5,3.1,6.7,.470,1.7,4.3,.391,1.5,2.4,.611,.595,1.2,1.4,.857,0.9,4.3,5.1,1.1,1.4,1.3,0.8,2.4,9.1
149,Torrey Craig\craigto01,SF,31,TOT,68,16,20.6,2.5,5.6,.454,0.9,2.8,.321,1.6,2.8,.590,.535,0.6,0.8,.750,1.1,3.1,4.2,1.2,0.5,0.5,0.9,1.9,6.6
150,Torrey Craig\craigto01,SF,31,IND,51,14,20.3,2.5,5.5,.456,0.9,2.7,.333,1.6,2.8,.573,.537,0.5,0.7,.771,1.2,2.7,3.8,1.1,0.5,0.4,0.8,1.9,6.5
151,Torrey Craig\craigto01,SF,31,PHO,17,2,21.8,2.6,5.9,.450,0.9,3.2,.291,1.7,2.6,.644,.530,0.7,1.0,.706,1.1,4.2,5.3,1.4,0.8,0.8,1.2,2.0,6.9
152,Jae Crowder\crowdja01,PF,31,PHO,60,60,28.2,3.3,8.2,.404,1.9,5.4,.346,1.4,2.8,.518,.518,1.1,1.4,.798,0.5,4.8,5.3,1.8,1.4,0.4,0.9,2.5,9.6
153,Jarrett Culver\culveja01,SG,22,MEM,32,0,8.6,1.3,3.4,.398,0.3,1.2,.270,1.0,2.2,.465,.444,0.4,0.8,.444,0.3,0.9,1.3,0.9,0.5,0.1,0.5,1.1,3.4
154,Jarron Cumberland\cumbeja01,SG,24,POR,3,0,4.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.7
155,Cade Cunningham\cunnica01,PG,20,DET,56,56,32.7,6.5,16.0,.408,1.9,5.9,.323,4.6,10.1,.458,.468,2.1,2.5,.837,0.9,4.9,5.8,5.4,1.2,0.7,3.6,3.1,17.1
156,Seth Curry\curryse01,SG,31,TOT,58,58,33.8,5.7,11.7,.487,2.4,5.8,.418,3.3,5.9,.554,.590,1.3,1.5,.872,0.3,2.9,3.3,3.8,0.8,0.2,1.8,2.3,15.1
157,Seth Curry\curryse01,SG,31,PHI,45,45,34.8,5.7,11.7,.485,2.2,5.6,.400,3.5,6.2,.561,.580,1.4,1.6,.877,0.4,3.0,3.4,4.0,0.8,0.2,1.9,2.2,15.0
158,Seth Curry\curryse01,SG,31,BRK,13,13,30.3,5.8,11.7,.493,3.1,6.5,.471,2.7,5.2,.522,.625,0.8,1.0,.846,0.2,2.8,2.9,2.8,1.0,0.2,1.6,2.5,15.5
159,Stephen Curry\curryst01,PG,33,GSW,64,64,34.5,8.4,19.1,.437,4.5,11.7,.380,3.9,7.4,.527,.554,4.3,4.7,.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5
160,Anthony Davis\davisan02,C,28,LAL,37,37,35.1,9.2,17.2,.537,0.3,1.8,.182,8.9,15.4,.578,.546,4.4,6.1,.709,2.8,6.9,9.7,2.9,1.2,2.3,2.1,2.5,23.1
161,Ed Davis\davised01,C,32,CLE,26,3,7.1,0.4,0.6,.688,0.0,0.0,,0.4,0.6,.688,.688,0.2,0.5,.429,0.5,1.8,2.3,0.2,0.1,0.3,0.2,1.2,1.1
162,Terence Davis\daviste02,SG,24,SAC,30,11,17.9,3.8,8.9,.423,1.6,5.0,.329,2.1,3.9,.542,.515,1.2,1.5,.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4
163,Gabriel Deck\deckga01,PF,26,OKC,7,0,8.0,1.1,2.0,.571,0.3,0.6,.500,0.9,1.4,.600,.643,0.0,0.0,,0.1,0.7,0.9,0.7,0.1,0.0,0.3,0.3,2.6
164,Dewayne Dedmon\dedmode01,C,32,MIA,60,15,16.0,2.4,4.3,.562,0.3,0.6,.457,2.2,3.8,.578,.592,1.1,1.3,.797,1.7,4.2,5.9,0.8,0.4,0.6,1.0,2.5,6.2
165,Sam Dekker\dekkesa01,PF,27,TOR,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Javin DeLaurier\delauja01,C,23,MIL,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
167,DeMar DeRozan\derozde01,PF,32,CHI,68,68,36.0,10.1,20.1,.505,0.6,1.9,.344,9.5,18.2,.522,.521,6.7,7.7,.869,0.8,4.5,5.3,5.0,0.9,0.4,2.3,2.2,27.6
168,Mamadi Diakite\diakima01,PF,25,OKC,13,3,14.5,1.9,3.6,.532,0.0,0.4,.000,1.9,3.2,.595,.532,0.5,0.8,.545,1.3,3.2,4.5,0.2,0.4,0.7,0.5,2.5,4.3
169,Cheick Diallo\diallch01,C,25,DET,3,0,10.3,1.0,2.7,.375,0.0,0.0,,1.0,2.7,.375,.375,1.7,2.0,.833,1.3,2.7,4.0,0.0,0.3,0.0,0.3,2.0,3.7
170,Hamidou Diallo\diallha01,SG,23,DET,58,29,21.9,4.5,9.1,.496,0.4,1.6,.247,4.1,7.5,.550,.518,1.6,2.4,.650,1.2,3.6,4.8,1.3,1.2,0.3,1.0,2.5,11.0
171,Gorgui Dieng\dienggo01,C,32,ATL,41,3,8.7,1.2,2.6,.486,0.7,1.5,.443,0.6,1.1,.545,.614,0.4,0.6,.708,0.8,2.1,2.9,0.8,0.3,0.3,0.5,1.2,3.6
172,Spencer Dinwiddie\dinwisp01,PG,28,TOT,58,50,30.4,4.6,11.4,.406,1.7,5.1,.327,3.0,6.3,.470,.479,2.9,3.7,.788,0.7,3.7,4.4,5.4,0.7,0.2,1.5,2.4,13.8
173,Spencer Dinwiddie\dinwisp01,PG,28,WAS,44,44,30.2,4.2,11.2,.376,1.6,5.1,.310,2.6,6.0,.432,.447,2.6,3.3,.811,0.8,3.9,4.7,5.8,0.6,0.2,1.7,2.4,12.6
174,Spencer Dinwiddie\dinwisp01,PG,28,DAL,14,6,31.1,5.9,12.0,.494,1.9,4.9,.382,4.1,7.1,.570,.571,3.9,5.3,.743,0.4,3.1,3.5,4.1,0.9,0.2,1.1,2.4,17.6
175,Donte DiVincenzo\divindo01,SG,25,TOT,33,1,22.6,2.5,7.5,.337,1.5,4.8,.321,1.0,2.6,.368,.441,1.5,1.7,.877,0.9,2.8,3.7,2.5,1.0,0.2,1.5,1.5,8.1
176,Donte DiVincenzo\divindo01,SG,25,MIL,17,0,20.1,2.3,6.9,.331,1.2,4.4,.284,1.1,2.6,.409,.419,1.4,1.6,.852,1.1,2.5,3.5,1.7,0.6,0.2,1.6,1.5,7.2
177,Donte DiVincenzo\divindo01,SG,25,SAC,16,1,25.3,2.8,8.0,.344,1.9,5.3,.353,0.9,2.7,.326,.461,1.7,1.9,.900,0.8,3.1,3.8,3.3,1.4,0.1,1.4,1.6,9.1
178,Luka Dončić\doncilu01,PG,22,DAL,56,56,35.6,9.8,21.6,.453,3.0,8.7,.344,6.8,13.0,.525,.521,5.4,7.3,.735,0.9,8.2,9.1,8.6,1.2,0.6,4.6,2.3,27.9
179,Luguentz Dort\dortlu01,SF,22,OKC,51,51,32.6,5.7,14.2,.404,2.5,7.7,.332,3.2,6.6,.487,.493,3.2,3.7,.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2
180,Ayo Dosunmu\dosunay01,SG,22,CHI,67,31,27.0,3.5,6.7,.519,0.9,2.4,.390,2.6,4.3,.590,.588,0.7,1.0,.672,0.3,2.4,2.8,3.3,0.8,0.4,1.3,2.3,8.6
181,Damyean Dotson\dotsoda01,SG,27,NYK,2,0,10.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0
182,Devon Dotson\dotsode01,PG,22,CHI,11,0,7.7,1.0,2.1,.478,0.2,0.8,.222,0.8,1.3,.643,.522,0.5,0.8,.556,0.1,0.7,0.8,1.4,0.1,0.0,0.5,1.0,2.6
183,Sekou Doumbouya\doumbse01,PF,21,LAL,2,0,8.0,2.5,4.0,.625,0.5,1.0,.500,2.0,3.0,.667,.688,1.5,2.0,.750,1.0,2.0,3.0,0.0,1.5,1.0,1.0,0.5,7.0
184,Jeff Dowtin\dowtije01,PG,24,TOT,5,0,6.2,0.6,1.4,.429,0.0,0.4,.000,0.6,1.0,.600,.429,0.0,0.0,,0.2,1.2,1.4,0.6,0.0,0.2,0.2,0.4,1.2
185,Jeff Dowtin\dowtije01,PG,24,GSW,4,0,7.0,0.8,1.5,.500,0.0,0.3,.000,0.8,1.3,.600,.500,0.0,0.0,,0.3,1.5,1.8,0.8,0.0,0.3,0.3,0.5,1.5
186,Jeff Dowtin\dowtije01,PG,24,MIL,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,PJ Dozier\doziepj01,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
188,Goran Dragić\dragigo01,PG,35,TOT,17,8,23.5,2.8,7.4,.376,0.8,2.9,.280,1.9,4.4,.440,.432,1.3,1.6,.815,0.6,2.2,2.8,4.2,0.8,0.1,1.5,2.2,7.6
189,Goran Dragić\dragigo01,PG,35,TOR,5,2,18.0,2.6,6.8,.382,0.8,2.8,.286,1.8,4.0,.450,.441,2.0,2.0,1.000,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0
190,Goran Dragić\dragigo01,PG,35,BRK,12,6,25.8,2.8,7.6,.374,0.8,3.0,.278,2.0,4.6,.436,.429,1.0,1.4,.706,0.7,2.1,2.8,5.2,0.8,0.1,2.0,2.4,7.5
191,Andre Drummond\drumman01,C,28,TOT,63,26,19.1,3.1,5.4,.564,0.0,0.0,.000,3.1,5.4,.569,.564,1.1,2.2,.518,2.9,6.1,9.0,1.9,1.0,0.9,1.7,2.5,7.3
192,Andre Drummond\drumman01,C,28,PHI,49,12,18.4,2.6,4.9,.538,0.0,0.0,.000,2.6,4.8,.542,.538,0.9,1.7,.512,2.8,6.1,8.8,2.0,1.1,0.9,1.6,2.5,6.1
193,Andre Drummond\drumman01,C,28,BRK,14,14,21.6,4.6,7.4,.625,0.0,0.1,.000,4.6,7.4,.631,.625,2.1,3.9,.527,3.4,6.1,9.6,1.6,0.6,0.9,1.8,2.6,11.4
194,Chris Duarte\duartch01,SG,24,IND,55,39,28.0,4.9,11.3,.432,1.7,4.6,.369,3.2,6.7,.475,.507,1.6,2.0,.804,0.7,3.4,4.1,2.1,1.0,0.2,1.6,1.7,13.1
195,David Duke Jr.\dukeda01,PG,22,BRK,21,7,16.2,1.9,5.1,.361,0.4,1.8,.243,1.4,3.4,.423,.403,0.8,1.0,.810,1.4,1.8,3.2,0.8,0.7,0.3,0.4,1.7,5.0
196,Kris Dunn\dunnkr01,PG,27,POR,5,0,24.6,3.0,6.8,.441,0.2,0.8,.250,2.8,6.0,.467,.456,0.8,0.8,1.000,0.2,2.4,2.6,5.6,2.0,0.2,1.6,3.6,7.0
197,Kevin Durant\duranke01,PF,33,BRK,45,45,36.6,10.6,20.1,.526,2.0,5.2,.382,8.6,14.9,.576,.575,6.4,7.1,.900,0.6,6.7,7.2,6.1,0.8,0.9,3.3,2.1,29.6
198,Jaime Echenique\echenja01,C,24,WAS,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Anthony Edwards\edwaran01,SG,20,MIN,63,63,34.4,7.5,17.3,.433,3.0,8.4,.356,4.5,8.9,.505,.519,3.1,4.0,.780,0.9,3.8,4.7,3.7,1.5,0.7,2.7,2.3,21.1
200,Kessler Edwards\edwarke02,SF,21,BRK,38,20,21.5,2.4,5.8,.411,1.1,2.9,.357,1.3,2.8,.467,.502,0.3,0.4,.800,0.9,2.8,3.7,0.7,0.7,0.4,1.0,1.7,6.1
201,Rob Edwards\edwarro01,SG,25,OKC,2,0,5.5,0.5,2.0,.250,0.5,2.0,.250,0.0,0.0,,.375,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.0,1.5
202,CJ Elleby\ellebcj01,SF,21,POR,47,17,18.2,1.9,4.7,.407,0.5,1.8,.291,1.4,2.9,.481,.464,1.0,1.3,.726,1.1,2.6,3.7,1.2,0.6,0.3,0.9,2.0,5.3
203,Wayne Ellington\ellinwa01,SG,34,LAL,40,9,18.6,2.2,5.3,.408,1.9,4.8,.393,0.3,0.6,.545,.585,0.1,0.1,.800,0.3,1.5,1.7,0.7,0.6,0.1,0.4,1.0,6.3
204,Joel Embiid\embiijo01,C,27,PHI,58,58,33.4,9.4,19.3,.487,1.3,3.7,.359,8.0,15.5,.517,.521,9.7,11.8,.822,2.1,9.3,11.3,4.3,1.1,1.4,3.0,2.7,29.8
205,James Ennis III\ennisja01,SF,31,TOT,7,0,8.0,1.6,3.4,.458,0.4,1.1,.375,1.1,2.3,.500,.521,0.6,0.7,.800,0.7,1.0,1.7,0.4,0.3,0.3,0.3,0.7,4.1
206,James Ennis III\ennisja01,SF,31,BRK,2,0,7.0,1.0,3.5,.286,0.5,1.0,.500,0.5,2.5,.200,.357,0.0,0.0,,1.0,1.5,2.5,0.0,0.5,0.5,0.0,0.0,2.5
207,James Ennis III\ennisja01,SF,31,LAC,2,0,14.0,3.5,5.5,.636,1.0,2.0,.500,2.5,3.5,.714,.727,2.0,2.0,1.000,1.0,1.5,2.5,0.0,0.5,0.5,0.5,2.0,10.0
208,James Ennis III\ennisja01,SF,31,DEN,3,0,4.7,0.7,2.0,.333,0.0,0.7,.000,0.7,1.3,.500,.333,0.0,0.3,.000,0.3,0.3,0.7,1.0,0.0,0.0,0.3,0.3,1.3
209,Drew Eubanks\eubandr01,C,24,TOT,61,21,15.1,2.4,4.2,.565,0.0,0.2,.083,2.3,4.0,.588,.567,1.3,1.7,.775,1.6,3.2,4.8,1.1,0.3,0.6,1.0,1.5,6.0
210,Drew Eubanks\eubandr01,C,24,SAS,49,9,12.1,1.7,3.2,.528,0.0,0.2,.125,1.7,3.1,.550,.531,1.2,1.6,.747,1.3,2.7,4.0,1.0,0.3,0.6,0.9,1.2,4.7
211,Drew Eubanks\eubandr01,C,24,POR,12,12,27.4,5.0,8.0,.625,0.0,0.3,.000,5.0,7.7,.652,.625,1.7,1.9,.870,2.8,5.3,8.2,1.6,0.4,0.3,1.3,2.5,11.7
212,Tacko Fall\fallta01,C,26,CLE,11,1,5.4,0.5,1.1,.417,0.0,0.0,,0.5,1.1,.417,.417,0.2,0.6,.286,0.6,1.5,2.1,0.2,0.0,0.5,0.3,0.3,1.1
213,Derrick Favors\favorde01,C,30,OKC,39,18,16.7,2.4,4.7,.516,0.1,0.4,.125,2.4,4.3,.554,.522,0.4,0.6,.640,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3
214,Bruno Fernando\fernabr01,C,23,TOT,26,0,4.1,0.9,1.4,.622,0.0,0.1,.500,0.8,1.3,.629,.635,0.3,0.5,.667,0.5,0.9,1.4,0.2,0.0,0.3,0.3,0.6,2.1
215,Bruno Fernando\fernabr01,C,23,BOS,20,0,2.9,0.4,0.7,.500,0.1,0.1,1.000,0.3,0.7,.462,.536,0.2,0.3,.800,0.4,0.4,0.8,0.2,0.0,0.2,0.3,0.3,1.0
216,Bruno Fernando\fernabr01,C,23,HOU,6,0,8.0,2.7,3.8,.696,0.0,0.2,.000,2.7,3.7,.727,.696,0.7,1.2,.571,1.0,2.7,3.7,0.0,0.0,0.7,0.5,1.7,6.0
217,Dorian Finney-Smith\finnedo01,PF,28,DAL,70,70,33.2,4.0,8.6,.461,2.1,5.3,.388,1.9,3.3,.578,.580,0.7,1.1,.675,1.6,3.3,4.9,1.9,1.1,0.5,1.1,2.4,10.7
218,Malik Fitts\fittsma01,PF,24,TOT,12,0,3.8,0.3,1.1,.231,0.3,0.7,.375,0.0,0.4,.000,.346,0.0,0.0,,0.0,1.1,1.1,0.0,0.0,0.0,0.2,0.3,0.8
219,Malik Fitts\fittsma01,PF,24,UTA,7,0,5.0,0.3,1.3,.222,0.3,0.6,.500,0.0,0.7,.000,.333,0.0,0.0,,0.0,1.4,1.4,0.0,0.0,0.0,0.3,0.4,0.9
220,Malik Fitts\fittsma01,PF,24,BOS,5,0,2.2,0.2,0.8,.250,0.2,0.8,.250,0.0,0.0,,.375,0.0,0.0,,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.6
221,Malachi Flynn\flynnma01,PG,23,TOR,40,5,12.0,1.7,4.1,.407,0.7,2.0,.333,1.0,2.0,.481,.491,0.4,0.6,.609,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1.1,4.3
222,Bryn Forbes\forbebr01,SG,28,TOT,70,1,17.5,3.2,7.4,.429,1.6,4.0,.412,1.5,3.4,.450,.541,1.0,1.1,.900,0.1,1.2,1.3,1.0,0.3,0.1,0.8,1.3,9.0
223,Bryn Forbes\forbebr01,SG,28,SAS,40,1,16.9,3.2,7.4,.432,1.6,3.8,.417,1.6,3.6,.448,.539,1.1,1.2,.898,0.1,1.5,1.6,1.0,0.4,0.1,0.8,1.1,9.1
224,Bryn Forbes\forbebr01,SG,28,DEN,30,0,18.2,3.1,7.4,.425,1.7,4.3,.406,1.4,3.1,.452,.543,0.9,1.0,.903,0.2,0.7,0.9,1.0,0.2,0.1,0.7,1.6,8.9
225,Aleem Ford\fordal03,SF,24,ORL,5,0,14.8,1.2,4.0,.300,0.4,3.0,.133,0.8,1.0,.800,.350,0.0,0.0,,0.4,2.6,3.0,0.4,0.2,0.0,0.8,1.4,2.8
226,Trent Forrest\forretr01,PG,23,UTA,55,5,12.7,1.2,2.5,.489,0.1,0.5,.200,1.1,2.1,.553,.507,0.7,0.9,.809,0.3,1.3,1.7,1.7,0.5,0.1,0.8,0.7,3.3
227,Evan Fournier\fournev01,SG,29,NYK,70,70,29.7,5.2,12.2,.424,3.1,7.7,.397,2.1,4.5,.471,.550,1.0,1.4,.700,0.5,2.2,2.7,2.0,1.0,0.3,1.3,2.2,14.4
228,De'Aaron Fox\foxde01,PG,24,SAC,59,59,35.3,8.7,18.5,.473,1.3,4.2,.297,7.5,14.3,.524,.506,4.4,5.9,.750,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2
229,Tim Frazier\fraziti01,PG,31,TOT,12,3,17.3,1.2,3.8,.311,0.5,1.4,.353,0.7,2.3,.286,.378,0.4,0.8,.556,0.4,1.2,1.6,2.8,0.3,0.1,1.3,2.3,3.3
230,Tim Frazier\fraziti01,PG,31,ORL,10,3,20.0,1.3,4.3,.302,0.6,1.7,.353,0.7,2.6,.269,.372,0.5,0.9,.556,0.5,1.4,1.9,3.3,0.3,0.1,1.3,2.4,3.7
231,Tim Frazier\fraziti01,PG,31,CLE,2,0,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.5,1.0
232,Enes Freedom\kanteen01,C,29,BOS,35,1,11.7,1.5,2.8,.526,0.1,0.1,.400,1.4,2.6,.533,.536,0.7,0.8,.857,1.7,2.8,4.6,0.2,0.1,0.4,0.6,1.2,3.7
233,Markelle Fultz\fultzma01,PG,23,ORL,10,0,18.1,3.6,8.0,.450,0.2,0.7,.286,3.4,7.3,.466,.463,1.4,1.8,.778,0.4,2.3,2.7,4.5,0.7,0.3,2.2,1.3,8.8
234,Wenyen Gabriel\gabriwe01,PF,24,TOT,16,2,11.3,1.6,3.8,.417,0.4,1.4,.318,1.1,2.4,.474,.475,0.8,1.3,.619,1.3,1.9,3.2,0.4,0.3,0.3,0.4,2.3,4.4
235,Wenyen Gabriel\gabriwe01,PF,24,BRK,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Wenyen Gabriel\gabriwe01,PF,24,LAC,6,0,7.7,0.8,2.2,.385,0.3,0.8,.400,0.5,1.3,.375,.462,0.3,0.7,.500,0.8,1.5,2.3,0.3,0.2,0.3,0.5,1.8,2.3
237,Wenyen Gabriel\gabriwe01,PF,24,LAL,9,2,14.8,2.2,5.2,.426,0.6,1.9,.294,1.7,3.3,.500,.479,1.2,1.9,.647,1.8,2.2,4.0,0.6,0.3,0.2,0.4,2.8,6.2
238,Daniel Gafford\gaffoda01,C,23,WAS,62,51,20.2,3.9,5.6,.689,0.0,0.0,,3.9,5.6,.689,.689,1.4,2.0,.711,2.2,3.5,5.8,1.0,0.4,1.4,0.9,2.4,9.2
239,Danilo Gallinari\gallida01,PF,33,ATL,60,14,24.8,3.7,8.7,.424,1.6,4.3,.379,2.1,4.4,.468,.517,2.2,2.4,.903,0.5,4.1,4.6,1.5,0.4,0.2,0.6,1.4,11.1
